name,link,time_prepare,time_wait,rating,rating_count,tags,servings,ingredients,equipment,steps,image
Bloemkool-broccolisoep,https://www.ah.nl/allerhande/recept/R-R1199253/bloemkool-broccolisoep,25 min. bereiden,20 min. wachten,0.0,0,"['vegetarisch', 'soep', 'hoofdgerecht', 'wat eten we vandaag', 'koken', 'maaltijdsoep']",4 personen,"[('700 g', 'bloemkolen'), ('500 g', 'broccoli'), ('1', 'middelgrote ui'), ('1 teen', 'knoflook'), ('7 g', 'verse tijm'), ('50 g', 'ongezouten roomboter'), ('1', 'groentebouillontablet'), ('700 ml', 'kokend water'), ('300 ml', 'volle melk'), ('4 sneetjes', 'Zaans volkoren')]","['broodrooster', 'staafmixer']","['Snijd de bloemkool en broccoli met stronk in kleine stukjes. Snijd de ui en knoflook grof en ris de blaadjes van de tijm.', 'Verhit ⅗ van de boter in een soeppan. Fruit de ui en knoflook 2 min. Voeg de bloemkool en ⅔ van de broccoli toe en bak 5 min. op middelhoog vuur.', 'Voeg het bouillonblokje, het kokende water, de melk en de helft van de tijmblaadjes toe en breng met de deksel op de pan aan de kook. Laat ca. 20 min. met de deksel schuin op de pan op laag vuur koken.', 'Verhit ondertussen de rest van de boter in een koekenpan en bak de rest van de broccoli met de rest van de tijm in ca. 5 min. op middelhoog vuur knapperig. Breng op smaak met peper en eventueel zout. Rooster ondertussen het brood in de broodrooster.', 'Haal de soep van het vuur, pureer met de staafmixer glad en breng op smaak met peper en eventueel zout. Voeg eventueel extra water toe als de soep te dik is.', 'Verdeel de soep over kommen, verdeel de knapperig gebakken broccoli erover en serveer met het brood.']",https://static.ah.nl/static/recepten/img_RAM_PRD184047_1224x900_JPG.jpg
Snelle bruine bonensoep,https://www.ah.nl/allerhande/recept/R-R1199250/snelle-bruine-bonensoep,15 min. bereiden,,3.5,23,"['vegetarisch', 'snel', 'slank', 'soep', 'hoofdgerecht', 'wat eten we vandaag', 'herfst', 'winter', 'koken', 'maaltijdsoep']",4 personen,"[('3 el', 'milde olijfolie'), ('400 g', 'verse fijne soepgroente'), ('½ el', 'gedroogd bonenkruid'), ('½ tl', 'chilivlokken'), ('800 ml', 'water'), ('400 g', 'tomatenblokjes in blik'), ('2', 'groentebouillontablet'), ('680 g', 'bruine bonen in pot'), ('15 g', 'verse platte peterselie')]",[],"['Verwarm de olie in een soeppan op middelhoog vuur. Fruit de soepgroenten met het bonenkruid en de chilivlokken al roerend 3 min.', 'Voeg het water en de tomatenblokjes toe. Verkruimel de bouillonblokjes erboven en breng aan de kook. Kook 5 min. op laag vuur.', 'Giet ondertussen de bonen af en spoel onder koud stromend water. Voeg toe aan de soep en kook 3 min. mee. Breng op smaak met peper en eventueel zout.', 'Snijd ondertussen de peterselie fijn. Verdeel de soep over borden en bestrooi met de peterselie.']",https://static.ah.nl/static/recepten/img_RAM_PRD184037_1224x900_JPG.jpg
Oma's kippensoep,https://www.ah.nl/allerhande/recept/R-R1199248/oma-s-kippensoep,25 min. bereiden,30 min. wachten,4.5,3,"['lactosevrij', 'soep', 'hoofdgerecht', 'koken', 'maaltijdsoep']",4 personen,"[('2', 'middelgrote uien'), ('3 el', 'milde olijfolie'), ('500 g', 'kipdrumsticks'), ('500 g', 'kippenvleugels'), ('1.5 l', 'water'), ('2', 'laurierbladen'), ('2 stukjes', 'foelie'), ('5 stengels', 'bleekselderij'), ('250 g', 'winterpenen'), ('1', 'prei'), ('1 tl', 'zout'), ('70', 'vermicelli'), ('15 g', 'verse peterselie')]",[],"['Snipper de uien. Verhit de olie in een ruime soeppan en bak de ui, kipdrumsticks en kippenvleugels in ca. 8 min. lichtbruin. Voeg het water, de laurier, foelie en eventueel zout toe en breng aan de kook. Laat 10 min. op laag vuur koken.', 'Snijd ondertussen de bleekselderij in blokjes. Schil de winterpeen en snijd in blokjes van een ½ cm. Snijd de prei in de lengte doormidden, spoel de helften onder koud stromend water en snijd in dunne reepjes.', 'Voeg de gesneden groente en het zout toe aan de pan, breng op smaak met peper en laat 30 min. op laag vuur koken met de deksel op de pan. Voeg na 23 min. de vermicelli toe. Snijd ondertussen de peterselie fijn.', 'Haal de foelie en laurier uit de pan en gooi ze weg. Haal de kip uit de pan en pluk het vlees met een vork van het bot. Gooi het vel en het bot weg. Doe het kippenvlees en de peterselie in de soep.', 'Verdeel de soep over de borden.']",https://static.ah.nl/static/recepten/img_RAM_PRD184055_1224x900_JPG.jpg
Marokkaanse linzensoep,https://www.ah.nl/allerhande/recept/R-R1199246/marokkaanse-linzensoep,20 min. bereiden,30 min. wachten,4.0,4,"['vegetarisch', 'marokkaans', 'soep', 'hoofdgerecht', 'stoven', 'maaltijdsoep']",4 personen,"[('2', 'middelgrote uien'), ('200 g', 'winterpenen'), ('20 g', 'verse gember'), ('3 tenen', 'knoflook'), ('15 g', 'verse platte peterselie'), ('200 g', 'iets kruimige aardappelen'), ('3 el', 'milde olijfolie'), ('2 tl', 'kurkuma'), ('1 el', 'gemalen koriander'), ('½ tl', 'gemalen kaneel'), ('1 el', 'gemalen komijnzaad'), ('350 g', 'gedroogde groene linzen'), ('1 l', 'water'), ('500 g', 'passata'), ('2', 'groentebouillontablet')]",[],"['Snipper de uien. Schil de winterpeen en snijd in blokjes van een ½ cm. Rasp de gember. Snijd de knoflook fijn. Snijd de peterselie fijn, houd de stelen en het blad apart. Schil de aardappelen en snijd in blokjes van 1 cm.', 'Verhit de olie in een stoofpan op middelhoog vuur. Bak de ui, winterpeen, gember, knoflook en peterseliestelen 5 min. Voeg de aardappelen, kurkuma, koriander, kaneel en komijn toe en bak 2 min. mee. Roer de linzen erdoor en breng op smaak met peper en eventueel zout.', 'Schenk het water en de passata erbij en verkruimel de bouillonblokjes erboven. Breng aan de kook en laat met de deksel op de pan op laag vuur 30 min. garen.', 'Breng op smaak met peper en roer de peterselieblaadjes erdoor.']",https://static.ah.nl/static/recepten/img_RAM_PRD184042_1224x900_JPG.jpg
Runderstoof met zilveruitjes en kaasscones (advertorial),https://www.ah.nl/allerhande/recept/R-R1199241/runderstoof-met-zilveruitjes-en-kaasscones-advertorial,35 min. bereiden,2 uur 30 min. wachten,4.5,4,"['hoofdgerecht', 'kerst', 'herfst', 'winter', 'stoven', 'advertorial', 'kerstdiner']",6 personen,"[('2', 'middelgrote uien'), ('2 tenen', 'knoflook'), ('250 g', 'winterpenen'), ('750 g', 'runderriblappen'), ('250 g', 'zelfrijzend bakmeel'), ('125 g', 'ongezouten roomboter'), ('70 g', 'tomatenpuree'), ('500 ml', 'stevige rode wijn'), ('1', 'runderbouillonblokje'), ('250 ml', 'water'), ('20 g', 'verse Italiaanse kruidenmix'), ('1 tl', 'bakpoeder'), ('½ tl', 'zout'), ('100 g', 'geraspte cheddar'), ('75 ml', 'melk'), ('250 g', 'kastanjechampignons'), ('235 ml', 'Kesbeke zilveruitjes')]","['Ovenbestendige gietijzeren braadpan', 'keukentouw', 'deegroller', 'uitsteekvorm Ø 8 cm', 'bakkwast']","['Verwarm de oven voor op 175  ̊C. Snijd de uien in halve ringen en de knoflook fijn. Schil de winterpeen en snijd in halve plakjes. Snijd de riblappen in stukken van 2 cm. Bestrooi met peper en meng er 25 g bakmeel door.', 'Verhit 40 g boter in de braadpan en bak het vlees op middelhoog vuur in 5 min. rondom bruin. Schep uit de pan. Verhit 25 g boter in de pan en bak de ui, knoflook en winterpeen 5 min. Voeg de tomatenpuree toe en bak 1 min. mee. Snijd de rest van de boter in blokjes en leg in de koelkast tot gebruik. Voeg het vlees, de wijn, het bouillonblokje en water toe aan de groente en breng aan de kook. Bind de Italiaanse kruiden bij elkaar met keukentouw, maar houd 1 takje tijm achter. Voeg de kruiden toe aan het vlees. Zet de pan in de oven en bak het vlees met de deksel op de pan in ca. 2 uur gaar.', 'Ris de blaadjes van het achtergehouden takje tijm. Meng de rest van het bakmeel met de bakpoeder en het zout. Voeg de boter toe en wrijf met je vingertoppen door het mengsel. Meng de tijm en ¾ van de cheddar erdoor. Voeg de melk toe en kneed kort tot een samenhangend deeg.', 'Rol het deeg op een met bakmeel bestoven werkblad met de deegroller uit tot 1 cm dik. Steek er met de uitsteekvorm of het glas cirkels uit. Vorm van het overgebleven deeg steeds weer een plak van 1 cm en herhaal het uitsteken tot het deeg op is.', 'Snijd de champignons in kwarten en laat de zilveruitjes uitlekken. Roer door de stoof. Leg de deegcirkels op de stoof, bestrijk met de bakkwast met wat melk en bestrooi met de rest van de cheddar. Bak zonder deksel op de pan in de oven in ca. 30 min. goudbruin en gaar.']",https://static.ah.nl/static/recepten/img_RAM_PRD183732_1224x900_JPG.jpg
Vegan groenterollade met saliestuffing van Sanne Vogel,https://www.ah.nl/allerhande/recept/R-R1199239/vegan-groenterollade-met-saliestuffing-van-sanne-vogel,1 uur 30 min. bereiden,40 min. oventijd,0.0,0,"['veganistisch', 'lactosevrij', 'oven', 'hoofdgerecht']",6 personen,"[('550 g', 'tofu naturel'), ('3 el', 'sojasaus'), ('1 el', 'azijn'), ('1 el', 'Verstegen kipkruiden'), ('2 el', 'misopasta'), ('1', 'ciabattina'), ('5 el', 'milde olijfolie'), ('120 g', 'vegan bacon'), ('15 g', 'verse salie'), ('100 g', 'bleekselderij'), ('2', 'middelgrote uien'), ('3 tenen', 'knoflook'), ('1', 'biologische rodekool'), ('200 g', 'pompoen lasagnebladen'), ('250 g', 'diepvries cranberry’s'), ('½ tl', 'gemalen kaneel'), ('50 g', 'lichte basterdsuiker'), ('100 ml', 'water')]","['bakpapier', 'stukken keukentouw van 40 cm']","['Laat de tofu uitlekken in een vergiet. Snijd de tofu in de lengte in plakken van een ½ cm. Druk met keukenpapier het vocht uit de tofu en meng de sojasaus, azijn, kipkruiden en misopasta erdoor. Laat de tofu minstens een uur marineren.', 'Verwarm ondertussen de oven voor op 190 C. Snijd de ciabattina in stukjes van 1 cm, verdeel over ⅓ van een met bakpapier beklede bakplaat en besprenkel met ⅖ van de olijfolie. Verdeel de plantaardige bacon en salie over het andere deel van de bakplaat. Rooster 10-12 min. in de oven tot alles knapperig is.', 'Snijd ondertussen de bleekselderij in blokjes van een ½ cm, snipper de uien en snijd de knoflook fijn. Verhit ⅖ van de olijfolie in een koekenpan en bak de selderij en ui 7 min. op middelhoog vuur, roer regelmatig. Breng op smaak met peper en eventueel zout. Voeg de knoflook toe en roerbak nog 3 min. mee.', 'Blancheer eerst 8 grote rodekoolbladeren van de rodekool en daarna de pompoenlasagnebladen 3 min. Dep vervolgens droog met een schone theedoek.', 'Haal de ciabattina, bacon en salie uit de oven. Bewaar de helft van de blaadjes salie, snijd de rest en de bacon fijn. Schep de gesneden bacon en salie met het brood door het ui-selderijmengsel. Meng en kneed met je handen tot een iets plakkerig mengsel.', 'Verhit de rest van de olijfolie in de koekenpan. Bak de gemarineerde tofu met de overige marinade in 2 delen 6 min. op laag vuur. Keer halverwege. Laat ze iets afkoelen.', 'Verhoog de temperatuur van de oven naar 200 C. Maak de rollade: leg de 12 stukken keukentouw verticaal op gelijke afstand van elkaar over een met bakpapier beklede bakplaat. Deze gebruik je straks om de rollade vast te binden. Leg de koolbladeren 3 cm overlappend in een rechthoek van 40 bij 25 cm op de touwtjes. Zorg dat de gescheurde bladeren bedekt zijn met niet gescheurde bladen. Laat de randen vrij en verdeel in 1 laag de plakken tofu en vervolgens de plakken pompoen erover. Leg daar in een strook de vulling op, druk de vulling aan tot een ‘worst’. Rol met behulp van de touwtjes de rollade stevig op door telkens een stukje op te rollen en met het touw stevig vast te binden. Bak 25-30 min. in de oven. De baktijd is afhankelijk van hoe dik de koolbladeren zijn. Controleer na 20 min.', 'Breng ondertussen de cranberry’s met de kaneel, basterdsuiker en het water in een steelpan aan de kook en laat 10-15 min. zachtjes koken en iets indikken.', 'Haal de rollade uit de oven. Laat 5 min. rusten. Snijd de rollade met een scherp broodmes aan weerszijden van de touwtjes in plakken. Verdeel de cranberrysaus in een cirkel over een grote platte schaal. Leg daar de plakken rollade op en verdeel de salieblaadjes erover.']",https://static.ah.nl/static/recepten/img_RAM_PRD183757_1224x900_JPG.jpg
Vegan gehaktkrans met cranberries en paddenstoelenjus (advertorial),https://www.ah.nl/allerhande/recept/R-R1199236/vegan-gehaktkrans-met-cranberries-en-paddenstoelenjus-advertorial,25 min. bereiden,50 min. oventijd,0.0,0,"['veganistisch', 'lactosevrij', 'oven', 'hoofdgerecht', 'kerst', 'kerstdiner']",4 personen,"[('50 g', 'plantaardige margarine'), ('2', 'sjalotten'), ('1 teen', 'knoflook'), ('600 g', 'Beyond Hack plantaardig gehakt'), ('40 g', 'mix voor gehakt'), ('75 g', ""gedroogde cranberry's""), ('2 el', 'sojadrink ongezoet'), ('200 g', 'paddenstoelen voor pasta'), ('380 ml', 'bospaddenstoelenfond'), ('40 g', 'rucola'), ('4', 'gedroogde sinaasappelschijfjes')]",['siliconen kransvorm L (Ø 24 cm)'],"['Verwarm de oven voor op 180 ̊C. Leg de boter in de koelkast. Snipper de sjalotten en snijd de knoflook fijn. Meng met het plantaardige gehakt, de mix voor gehakt, 40 g cranberries (per krans) en de sojadrink. Kneed door tot alles goed gemengd is. Verdeel het mengsel over de kransvorm. Bak in de oven in ca. 50 min. gaar.', 'Snijd of scheur ondertussen de paddenstoelen in plakjes of grove stukken. Verhit een koekenpan zonder olie op hoog vuur en bak de paddenstoelen 5 min. Schep regelmatig om.', 'Voeg de paddenstoelenfond toe, breng aan de kook en laat op hoog vuur in 7 min. inkoken tot sausdikte.', 'Snijd ondertussen de koude margarine in blokjes. Haal de saus van het vuur en roer de blokjes erdoor. Breng op smaak met peper en eventueel zout.', 'Haal de krans uit de oven, laat 5 min. staan en keer om op een groot bord. Schenk de paddenstoelenjus erover en verdeel de rucola eromheen. Halveer de sinaasappelschijfjes en verdeel samen met de rest van de cranberry’s over de krans.']",https://static.ah.nl/static/recepten/img_RAM_PRD183756_1224x900_JPG.jpg
Vegan 'zalmfilet' met ketjapglaze en geroosterde rode biet (advertorial),https://www.ah.nl/allerhande/recept/R-R1199234/vegan-zalmfilet-met-ketjapglaze-en-geroosterde-rode-biet-advertorial,20 min. bereiden,30 min. oventijd,0.0,0,"['veganistisch', 'oven', 'hoofdgerecht']",4 personen,"[('3 takjes', 'verse rozemarijn'), ('800 g', 'gekookte bieten'), ('5 el', 'milde olijfolie'), ('30 g', 'ongezouten hazelnoten'), ('1', 'sinaasappel'), ('3 el', 'ahornsiroop'), ('1 teen', 'knoflook'), ('1 el', 'ketjap manis'), ('400 g', 'Vivera plantaardige zalmfilet')]",['bakpapier'],"['Verwarm de oven voor op 200  ̊C. Ris de naaldjes van de rozemarijn en snijd fijn. Schil de bieten en snijd in parten. Meng met ⅕ van de olie, de rozemarijn, peper en eventueel zout en verdeel over een met bakpapier beklede bakplaat. Rooster ca. 30 min. in de oven.', 'Hak ondertussen de hazelnoten grof en verdeel over de tweede met bakpapier beklede bakplaat. Rooster de laatste 6-8 min. onder de bieten\nin de oven.', 'Boen ondertussen de sinaasappel schoon en rasp de oranje schil. Schil ook de witte velletjes van de vrucht. Snijd het vruchtvlees in halve plakken en vang het sap op. Klop ⅕ van de olie met 1 el sinaasappelsap (voor 4 personen), 1 tl sinaasappelrasp (voor 4 personen), ⅓ van de ahornsiroop, peper en eventueel zout tot een dressing.', 'Snijd de knoflook fijn. Meng de ketjap met de rest van de ahornsiroop, de knoflook en wat peper. Bestrijk de plantaardige zalm met de helft van de marinade.', 'Verhit de rest van de olie in een koekenpan met antiaanbaklaag en bak de plantaardige zalm 5 min. op middelhoog vuur. Keer halverwege. Voeg de laatste minuut de rest van de marinade toe.', 'Schep de bieten om met de dressing en verdeel met de sinaasappelparten over de borden. Leg de zalm ernaast en bestrooi met de geroosterde noten.']",https://static.ah.nl/static/recepten/img_RAM_PRD183762_1224x900_JPG.jpg
Miso ramen met shoyu tamago (Japans soja ei),https://www.ah.nl/allerhande/recept/R-R1199226/miso-ramen-met-shoyu-tamago-japans-soja-ei,40 min. bereiden,1 dag wachten,4.5,50,"['vegetarisch', 'lactosevrij', 'aziatisch', 'japans', 'noedels', 'hoofdgerecht', 'koken']",4 personen,"[('4', 'scharreleieren'), ('50 ml', 'sake'), ('80 ml', 'mirin'), ('50 ml', 'sojasaus'), ('100 ml', 'koud water'), ('30 g', 'verse gember'), ('2 tenen', 'knoflook'), ('3', 'bosuien'), ('2 el', 'arachideolie'), ('2½ el', 'Saitaku shiro miso paste'), ('1 l', ""Itsu brilliant'broth classic ramen""), ('2 tl', 'sesamolie'), ('½ tl', 'witte peper'), ('2 stronken', 'Shanghai paksoi'), ('300 g', 'ramen noedels'), ('1', 'norivel'), ('125 g', 'shiitake'), ('4 tl', 'poke ginger sticks')]",['schuimspaan'],"['Kook de eieren 6 min. Zet ondertussen een bak met ijswater klaar en maak de marinade. Breng de sake en ⅝ van de mirin in een steelpan aan de kook en laat 1-2 min. op middelhoog vuur koken, zodat de alcohol verdampt. Schenk samen met de sojasaus en het koude water in een kom en laat afkoelen. Laat de eieren schrikken in het ijsbad, pel ze voorzichtig en leg ze in de kom met de marinade. Leg er een schoteltje op, zodat ze helemaal onderstaan.  Dek af en laat minimaal 24 uur, maar het liefst 48 uur in de koelkast marineren.', 'Schil en snijd de gember in dikke plakken. Snijd de knoflook fijn en ⅔ van de bosuitjes in dunne ringen. Verhit de helft van de arachideolie in een soeppan en fruit de gember, knoflook en in ringen gesneden bosui 2 min.', 'Meng de misopasta los met 75 ml bouillon (per 4 personen) en voeg toe aan de soeppan. Zet de pan op middelhoog vuur en schenk er heel langzaam, al roerend, de rest van de bouillon bij. Voeg de sesamolie, de rest van de mirin en de witte peper toe, breng aan de kook en laat op laag vuur met de deksel op de pan 30 min. koken.', 'Verhit ondertussen de rest van de olie in een hapjespan op hoog vuur. Snijd de paksoi in de lengte in 4 parten en bak 5 min. aan de snijkanten.', 'Kook de noedels volgens de aanwijzingen op de verpakking en spoel onder koud stromend water. Snijd de rest van de bosuitjes in de breedte in 3 stukken en vervolgens in de lengte in flinterdunne repen. Knip het norivel in dunne reepjes en halveer de eieren. Snijd de shiitake in dunne plakjes, kook 1 min. mee in de bouillon en haal ze vervolgens met de schuimspaan eruit.', 'Verdeel de noedels over kommen. Verwijder de gember en schenk de bouillon erop. Verdeel de paksoi, shiitake, gehalveerde eieren, nori, ginger sticks en de flinterdun gesneden bosui erover.']",https://static.ah.nl/static/recepten/img_RAM_PRD181606_1224x900_JPG.jpg
Pad woon sen (Thaise glasnoedels),https://www.ah.nl/allerhande/recept/R-R1199225/pad-woon-sen-thaise-glasnoedels,30 min. bereiden,,4.0,71,"['lactosevrij', 'aziatisch', 'thais', 'noedels', 'hoofdgerecht', 'wat eten we vandaag', 'roerbakken/wokken']",4 personen,"[('300 g', 'vermicelli glass noodles soe-oen'), ('2', 'rawitt pepers rood & groen'), ('50 ml', 'natuurazijn'), ('3 tenen', 'knoflook'), ('1', 'bosui'), ('1', 'tomaat'), ('2', 'kipdijfilet'), ('2 el', 'sojasaus'), ('2', 'scharreleieren'), ('2 el', 'oestersaus'), ('1 el', 'vissaus'), ('1 el', 'kristalsuiker'), ('4 el', 'wokolie'), ('150 g', 'gesneden uien'), ('2 tl', 'witte peper'), ('150 g', 'peen julienne'), ('400 g', 'gesneden spitskool')]",[],"['Week de noedels in koud water tot gebruik. Snijd de rawitpepers in ringen en meng met de azijn. Snijd de knoflook fijn en de bosui in ringen. Snijd de tomaat in 8 parten en verwijder de zaadlijsten. Snijd de kipdijfilets in reepjes en meng met de helft van de sojasaus. Klop de eieren los. Meng de rest van de sojasaus, de oestersaus, vissaus en suiker tot een woksaus.', 'Verhit de helft van de olie op hoog vuur in een wok en roerbak de kip 5 min. Voeg de knoflook, gesneden uien en witte peper toe en roerbak 4 min.', 'Schuif de kip en ui naar 1 kant van de wok en voeg aan de andere kant van de wok de rest van de olie toe. Schenk het ei op de olie en schep door als het rondom een bubbelrandje heeft. Schep het ei vervolgens om met de kip en ui.', 'Voeg de peen julienne, spitskool en ⅓ van de woksaus toe en roerbak 5 min. op hoog vuur. Giet ondertussen de noedels af.', 'Voeg de noedels en de rest van de woksaus toe aan het mengsel in de pan en roerbak 2-3 min. tot alles goed is gemengd. Haal de pan van het vuur en voeg de bosui en tomaat toe. Schep goed om en verdeel over kommen. Serveer met de ingelegde rawitpepers.']",https://static.ah.nl/static/recepten/img_RAM_PRD181613_1224x900_JPG.jpg
Soto Madura (Indonesische soep met rundvlees),https://www.ah.nl/allerhande/recept/R-R1199224/soto-madura-indonesische-soep-met-rundvlees,1 uur bereiden,1 uur 30 min. wachten,3.5,17,"['aziatisch', 'indonesisch', 'soep', 'hoofdgerecht', 'koken', 'maaltijdsoep']",4 personen,"[('775 g', 'runderriblappen'), ('3', 'laurierbladen'), ('2 tl', 'zout'), ('1.2 l', 'water'), ('20 g', 'verse kurkuma (geelwortel)'), ('2 tl', 'korianderzaad'), ('1 tl', 'zwarte peperkorrel'), ('8', 'kemirinoten'), ('11 tenen', 'knoflook'), ('10', 'sjalotten'), ('50 g', 'verse gember'), ('2 el', 'water'), ('4 stengels', 'koelverse sereh citroengras'), ('4 el', 'zonnebloemolie'), ('1 tl', 'vetsin'), ('2 el', 'kristalsuiker'), ('300 g', 'pandanrijst'), ('2', 'scharreleieren'), ('50 g', 'rawitt pepers rood & groen'), ('1', 'limoen'), ('10 g', 'verse selderij'), ('2', 'tomaten'), ('200 g', 'koelvers fijngesneden spitskool'), ('20 g', 'gebakken uitjes')]",['staafmixer met hakmolen'],"['Doe de runderriblappen, laurierblaadjes, ½ tl zout en 1.2 liter water in een soeppan en breng aan de kook. Laat 1 ½ uur met de deksel op de pan op laag vuur koken. Haal het vlees uit de bouillon en snijd in blokjes van 2 cm.', 'Verhit ondertussen een koekenpan zonder olie of boter op middelhoog vuur. Boen de kurkuma schoon. Rooster al roerend het korianderzaad, de peperkorrels, kemirienoten en ongeschilde kurkuma 5 min. tot de kemirienoten lichtbruin zijn.', 'Houd 2 kemirienoten apart. Doe de rest samen met 8 tenen knoflook, 8 sjalotten, ¾ van de gember en 2 el water in de hakmolen van de staafmixer en maal tot een gladde boemboe. Kneus het dikke gedeelte van de serehstengels met het lemmet van een mes en verwijder de buitenste laag.', 'Snijd de rest van de sjalotten in kwarten. Verhit de olie in een koekenpan met antiaanbaklaag en bak de rest van de tenen knoflook met de sjalot in 2-3 min. lichtbruin. Schep uit de pan. Voeg de boemboe toe aan de koekenpan en bak 5-7 min. op middelhoog vuur tot het geurt.', 'Voeg de boemboe en sereh toe aan de bouillon. Snijd de rest van de gember in dunne plakjes en voeg ook toe aan de bouillon. Breng aan de kook en kook zonder deksel 40-45 min. op laag vuur. Voeg de laatste 10 min. de blokjes vlees toe.  Breng op smaak met 1 tl zout, de vetsin, 1 el suiker en wat peper.', 'Kook ondertussen de rijst volgens de aanwijzingen op de verpakking. Giet af en laat met de deksel op de pan staan tot gebruik. Kook de eieren in 9 min. hard en halveer. Laat schrikken onder koud stromend water en halveer.', 'Kook de rawitpepers 5 min. in een kleine pan met water. Schep uit het water, bewaar het water. Doe de pepers met de rest van het zout, de apart gehouden kemirienoten, de gebakken knoflook en sjalot en de rest van de suiker in de hakmolen van de staafmixer. Maal tot een gladde sambal. Voeg 6-8 el van het rawitkookvocht toe als de sambal te dik is. De sambal mag vrij vloeibaar zijn.', 'Boen de limoen schoon. Snijd de selderij fijn, de tomaten in partjes en de limoen in kwarten. Haal de laurierblaadjes, gemberplakjes en sereh uit de soep, deze gebruik je niet meer.', 'Verdeel de rijst over 4 kommen en garneer met de tomaat, de spitskool en een ½ ei. Serveer de soep in aparte kommetjes erbij en bestrooi met de gebakken uitjes en selderij. Serveer de sambal en limoenpartjes erbij.']",https://static.ah.nl/static/recepten/img_RAM_PRD181622_1224x900_JPG.jpg
Chirashi sushi ,https://www.ah.nl/allerhande/recept/R-R1199223/chirashi-sushi,1 uur 25 min. bereiden,25 min. wachten,4.5,7,"['lactosevrij', 'vegetarisch', 'aziatisch', 'japans', 'rijst', 'hoofdgerecht', 'koken']",4 personen,"[('300 g', 'sushirijst'), ('360 ml', 'koud water'), ('227 g', 'bamboescheuten'), ('1', 'winterpeen'), ('3 el', 'zonnebloemolie'), ('150 g', 'gesneden shiitake'), ('220 ml', 'Fundo ramen groentebouillon'), ('3 el', 'mirin'), ('2 el', 'sake'), ('2 el', 'sojasaus'), ('1½ el', 'kristalsuiker'), ('2', 'norivellen'), ('2 el', 'rijstazijn'), ('4', 'scharreleieren'), ('95 g', 'maiskorrels in blik'), ('6', 'radijsjes'), ('½', 'komkommer'), ('1', 'eetrijpe avocado'), ('75 g', 'koelverse sojabonen'), ('½ tl', 'zwart sesamzaad')]",[],"['Spoel de sushirijst in een vergiet onder koud stromend water tot het water helder is. Doe de rijst met het koude water in een pan met dikke bodem en laat 30 min. weken.', 'Giet ondertussen de bamboescheuten af. Snijd de bamboescheuten en peen in flinterdunne reepjes (julienne).', 'Verhit 2 el olie in een hapjespan en bak de shiitake 5 min. op middelhoog vuur. Voeg 200 ml ramenbouillon, de bamboe, peen, mirin, sake, sojasaus en 1 el suiker toe. Roer door en breng aan de kook. Laat 15-20 min. koken op middelhoog vuur met de deksel schuin op de pan. Het vocht moet bijna verdampen, maar zorg dat er 3 el overblijven. Roer af en toe door.', 'Leg 1 norivel op de sushirijst. Breng de rijst met de deksel op de pan op middelhoog vuur aan de kook. Zet als het water kookt het vuur laag en laat 10-15 min. stomen. Neem tijdens het stomen de deksel niet van de pan. Neem de pan daarna van het vuur en laat met de deksel erop 10 min. rusten. Verwijder zoveel mogelijk van het norivel. Besprenkel de rijst met de rijstazijn, roer door met een houten lepel en schep op een platte schaal om af te koelen.', 'Klop ondertussen de eieren los met de rest van de ramenbouillon en de rest van de suiker. Verhit ¼ van de olie in een koekenpan op middelhoog vuur en bak een omelet. Laat op een bord rusten tot gebruik. Bak zo nog 3 omeletten.', 'Giet de mais af en laat uitlekken. Snijd de radijsjes in flinterdunne plakjes. Halveer de komkommer in de lengte, verwijder de zaadlijsten met een theelepel en snijd het vruchtvlees in flinterdunne halve ringen. Schep het vruchtvlees van de avocado met een lepel uit de schil en snijd in de lengte in plakjes. Rol de omeletten strak op en snijd in dunne slierten. Snijd het overgebleven norivel in 4 repen en snijd in flinterdunne reepjes (julienne).', 'Meng de sushirijst met het groentemengsel in de hapjespan en schep op een serveerschaal. Bestrooi met de reepjes norivel en decoreer met plakjes radijs, waaiers komkommer en avocado, bergjes mais en sojabonen en reepjes omelet. Bestrooi met het sesamzaad.']",https://static.ah.nl/static/recepten/img_RAM_PRD181587_1224x900_JPG.jpg
